          31        1221
4.778 4.50 .1771E+11 .8306E+10 .1344E+06
4.778 5.00 .1681E+11 .8339E+10 .1621E+06
4.778 5.50 .1627E+11 .8376E+10 .1837E+06
4.778 6.50 .1576E+11 .8357E+10 .2170E+06
4.903 4.50 .1671E+11 .1024E+11 .2215E+10
4.903 5.00 .1838E+11 .1071E+11 .9963E+08
4.903 5.50 .1791E+11 .1090E+11 .3345E+07
4.903 6.00 .1755E+11 .1098E+11 .2664E+07
4.903 6.50 .1732E+11 .1102E+11 .2427E+07
5.000 5.00 .1565E+11 .1066E+11 .2617E+10
5.000 5.50 .1705E+11 .1145E+11 .1084E+10
5.000 6.00 .1752E+11 .1187E+11 .3642E+09
5.000 6.50 .1753E+11 .1205E+11 .1250E+09
5.000 7.00 .1741E+11 .1211E+11 .6771E+08
5.000 7.50 .1731E+11 .1213E+11 .5383E+08
5.000 8.00 .1724E+11 .1213E+11 .5139E+08
5.079 5.70 .1490E+11 .1097E+11 .2545E+10
5.079 6.50 .1582E+11 .1163E+11 .1414E+10
5.079 7.00 .1607E+11 .1181E+11 .1043E+10
5.079 7.50 .1617E+11 .1189E+11 .8362E+09
5.079 8.00 .1619E+11 .1189E+11 .7294E+09
5.146 5.70 .1267E+11 .9972E+10 .3800E+10
5.146 6.00 .1320E+11 .1034E+11 .3335E+10
5.146 6.50 .1366E+11 .1066E+11 .2752E+10
5.146 7.00 .1391E+11 .1083E+11 .2342E+10
5.146 7.50 .1403E+11 .1088E+11 .2070E+10
5.204 6.50 .1190E+11 .9732E+10 .3634E+10
5.204 7.00 .1208E+11 .9844E+10 .3270E+10
5.204 7.50 .1214E+11 .9850E+10 .3004E+10
5.255 6.50 .1051E+11 .8906E+10 .4155E+10
5.255 7.00 .1066E+11 .9000E+10 .3852E+10
    2105.     2115.     2125.     2135.     2145.     2155.     2165.
    2175.     2185.     2195.     2205.     2215.     2225.     2235.
    2245.     2255.     2265.     2275.     2285.     2295.     2305.
    2315.     2325.     2335.     2345.     2355.     2365.     2375.
    2385.     2395.     2405.     2415.     2425.     2435.     2445.
    2455.     2465.     2475.     2485.     2495.     2505.     2513.
    2518.     2525.     2535.     2545.     2555.     2565.     2575.
    2585.     2595.     2605.     2615.     2625.     2635.     2645.
    2655.     2665.     2675.     2685.     2695.     2705.     2715.
    2725.     2735.     2745.     2755.     2765.     2775.     2785.
    2795.     2805.     2815.     2825.     2835.     2845.     2855.
    2865.     2875.     2885.     2895.     2910.     2930.     2950.
    2970.     2990.     3010.     3030.     3050.     3070.     3090.
    3110.     3130.     3150.     3170.     3190.     3210.     3230.
    3250.     3270.     3290.     3310.     3330.     3350.     3370.
    3390.     3410.     3430.     3450.     3470.     3490.     3510.
    3530.     3550.     3570.     3590.     3610.     3630.     3640.
    3650.     3670.     3690.     3710.     3730.     3750.     3770.
    3790.     3810.     3830.     3850.     3870.     3890.     3910.
    3930.     3950.     3970.     3990.     4010.     4030.     4050.
    4070.     4090.     4110.     4130.     4150.     4170.     4190.
    4210.     4230.     4250.     4270.     4290.     4310.     4330.
    4350.     4370.     4390.     4410.     4430.     4450.     4470.
    4490.     4510.     4530.     4550.     4570.     4590.     4610.
    4630.     4650.     4670.     4690.     4710.     4730.     4750.
    4770.     4790.     4810.     4830.     4850.     4870.     4890.
    4910.     4930.     4950.     4970.     4990.     5010.     5030.
    5050.     5070.     5090.     5110.     5130.     5150.     5170.
    5190.     5210.     5230.     5250.     5270.     5290.     5310.
    5330.     5350.     5370.     5390.     5410.     5430.     5450.
    5470.     5490.     5510.     5530.     5550.     5570.     5590.
    5610.     5630.     5650.     5670.     5690.     5710.     5730.
    5750.     5770.     5790.     5810.     5830.     5850.     5870.
    5890.     5910.     5930.     5950.     5970.     5990.     6010.
    6030.     6050.     6070.     6090.     6110.     6130.     6150.
    6170.     6190.     6210.     6230.     6250.     6270.     6290.
    6310.     6330.     6350.     6370.     6390.     6410.     6430.
    6450.     6470.     6490.     6510.     6530.     6550.     6570.
    6590.     6610.     6630.     6650.     6670.     6690.     6710.
    6730.     6750.     6770.     6790.     6810.     6830.     6850.
    6870.     6890.     6910.     6930.     6950.     6970.     6990.
    7010.     7030.     7050.     7070.     7090.     7110.     7130.
    7150.     7170.     7190.     7210.     7230.     7250.     7270.
    7290.     7310.     7330.     7350.     7370.     7390.     7410.
    7430.     7450.     7470.     7490.     7510.     7530.     7550.
    7570.     7590.     7610.     7630.     7650.     7670.     7690.
    7710.     7730.     7750.     7770.     7790.     7810.     7830.
    7850.     7870.     7890.     7910.     7930.     7950.     7970.
    7990.     8010.     8030.     8050.     8070.     8090.     8110.
    8130.     8150.     8170.     8190.     8210.     8230.     8250.
    8270.     8290.     8310.     8330.     8350.     8370.     8390.
    8410.     8430.     8450.     8470.     8490.     8510.     8530.
    8550.     8570.     8590.     8610.     8630.     8650.     8670.
    8690.     8710.     8730.     8750.     8770.     8790.     8810.
    8830.     8850.     8870.     8890.     8910.     8930.     8950.
    8970.     8990.     9010.     9030.     9050.     9070.     9090.
    9110.     9130.     9150.     9170.     9190.     9210.     9230.
    9250.     9270.     9290.     9310.     9330.     9350.     9370.
    9390.     9410.     9430.     9450.     9470.     9490.     9510.
    9530.     9550.     9570.     9590.     9610.     9630.     9650.
    9670.     9690.     9710.     9730.     9750.     9770.     9790.
    9810.     9830.     9850.     9870.     9890.     9910.     9930.
    9950.     9970.     9990.    10025.    10075.    10125.    10175.
   10225.    10275.    10325.    10375.    10425.    10475.    10525.
   10575.    10625.    10675.    10725.    10775.    10825.    10875.
   10925.    10975.    11025.    11075.    11125.    11175.    11225.
   11275.    11325.    11375.    11425.    11475.    11525.    11575.
   11625.    11675.    11725.    11775.    11825.    11875.    11925.
   11975.    12025.    12075.    12125.    12175.    12225.    12275.
   12325.    12375.    12425.    12475.    12525.    12575.    12625.
   12675.    12725.    12775.    12825.    12875.    12925.    12975.
   13025.    13075.    13125.    13175.    13225.    13275.    13325.
   13375.    13425.    13475.    13525.    13575.    13625.    13675.
   13725.    13775.    13825.    13875.    13925.    13975.    14025.
   14075.    14125.    14175.    14225.    14275.    14325.    14375.
   14425.    14475.    14525.    14570.    14620.    14675.    14725.
   14775.    14825.    14875.    14925.    14975.    15025.    15075.
   15125.    15175.    15225.    15275.    15325.    15375.    15425.
   15475.    15525.    15575.    15625.    15675.    15725.    15775.
   15825.    15875.    15925.    15975.    16050.    16150.    16250.
   16350.    16450.    16550.    16650.    16750.    16850.    16950.
   17050.    17150.    17250.    17350.    17450.    17550.    17650.
   17750.    17850.    17950.    18050.    18150.    18250.    18350.
   18450.    18550.    18650.    18750.    18850.    18950.    19050.
   19150.    19250.    19350.    19450.    19550.    19650.    19750.
   19850.    19950.    20050.    20150.    20250.    20350.    20450.
   20550.    20650.    20750.    20850.    20950.    21050.    21150.
   21250.    21350.    21450.    21550.    21650.    21750.    21850.
   21950.    22050.    22150.    22250.    22350.    22450.    22550.
   22650.    22750.    22850.    22950.    23050.    23150.    23250.
   23350.    23450.    23550.    23650.    23750.    23850.    23950.
   24050.    24150.    24250.    24350.    24450.    24550.    24650.
   24750.    24850.    24950.    25050.    25150.    25250.    25350.
   25450.    25550.    25650.    25750.    25850.    25950.    26050.
   26150.    26250.    26350.    26450.    26550.    26650.    26750.
   26850.    26950.    27050.    27150.    27250.    27350.    27450.
   27550.    27650.    27750.    27850.    27950.    28050.    28150.
   28250.    28350.    28450.    28550.    28650.    28750.    28850.
   28950.    29050.    29150.    29250.    29350.    29450.    29550.
   29650.    29750.    29850.    29950.    30050.    30150.    30250.
   30350.    30450.    30550.    30650.    30750.    30850.    30950.
   31050.    31150.    31250.    31350.    31450.    31550.    31650.
   31750.    31850.    31950.    32100.    32300.    32500.    32700.
   32900.    33100.    33300.    33500.    33700.    33900.    34100.
   34300.    34500.    34700.    34900.    35100.    35300.    35500.
   35700.    35900.    36100.    36300.    36500.    36700.    36900.
   37100.    37300.    37500.    37700.    37900.    38100.    38300.
   38500.    38700.    38900.    39100.    39300.    39500.    39700.
   39900.    40100.    40300.    40500.    40700.    40900.    41100.
   41300.    41500.    41700.    41900.    42100.    42300.    42500.
   42700.    42900.    43100.    43300.    43500.    43700.    43900.
   44100.    44300.    44500.    44700.    44900.    45100.    45300.
   45500.    45700.    45900.    46100.    46300.    46500.    46700.
   46900.    47100.    47300.    47500.    47700.    47900.    48100.
   48300.    48500.    48700.    48900.    49100.    49300.    49500.
   49700.    49900.    50100.    50300.    50500.    50700.    50900.
   51100.    51300.    51500.    51700.    51900.    52100.    52300.
   52500.    52700.    52900.    53100.    53300.    53500.    53700.
   53900.    54100.    54300.    54500.    54700.    54900.    55100.
   55300.    55500.    55700.    55900.    56100.    56300.    56500.
   56700.    56900.    57100.    57300.    57500.    57700.    57900.
   58100.    58300.    58500.    58700.    58900.    59100.    59300.
   59500.    59700.    59900.    60100.    60300.    60500.    60700.
   60900.    61100.    61300.    61500.    61700.    61900.    62100.
   62300.    62500.    62700.    62900.    63100.    63300.    63500.
   63700.    63900.    64200.    64600.    65000.    65400.    65800.
   66200.    66600.    67000.    67400.    67800.    68200.    68600.
   69000.    69400.    69800.    70200.    70600.    71000.    71400.
   71800.    72200.    72600.    73000.    73400.    73800.    74200.
   74600.    75000.    75400.    75800.    76200.    76600.    77000.
   77400.    77800.    78200.    78600.    79000.    79400.    79800.
   80200.    80600.    81000.    81400.    81800.    82200.    82600.
   83000.    83400.    83800.    84200.    84600.    85000.    85400.
   85800.    86200.    86600.    87000.    87400.    87800.    88200.
   88600.    89000.    89400.    89800.    90200.    90600.    91000.
   91400.    91800.    92200.    92600.    93000.    93400.    93800.
   94200.    94600.    95000.    95400.    95800.    96200.    96600.
   97000.    97400.    97800.    98200.    98600.    99000.    99400.
   99800.   100200.   200000.   400000.   600000.   800000.  1000000.
 1200000.  1400000.  1600000.
.2051E-12 .5243E-12 .8892E-12 .1492E-11 .2477E-11 .4071E-11 .6626E-11
.1069E-10 .1708E-10 .2707E-10 .6601E-10 .1282E-09 .2078E-09 .3885E-09
.5273E-09 .6132E-09 .9577E-09 .1109E-08 .1441E-08 .1997E-08 .2750E-08
.3761E-08 .5651E-08 .8400E-08 .1236E-07 .1800E-07 .2279E-07 .2977E-07
.3864E-07 .4679E-07 .6010E-07 .7224E-07 .8153E-07 .1034E-06 .1321E-06
.1494E-06 .1754E-06 .2053E-06 .2305E-06 .2786E-06 .3478E-06 .4018E-06
.4469E-06 .5140E-06 .1992E-02 .1999E-02 .2009E-02 .2020E-02 .2030E-02
.2038E-02 .2038E-02 .2030E-02 .2021E-02 .2012E-02 .2003E-02 .1994E-02
.1984E-02 .1975E-02 .1967E-02 .1956E-02 .1929E-02 .1881E-02 .1835E-02
.1792E-02 .1755E-02 .1720E-02 .1686E-02 .1650E-02 .1616E-02 .1579E-02
.1537E-02 .1502E-02 .1468E-02 .1423E-02 .1383E-02 .1344E-02 .1303E-02
.1264E-02 .1227E-02 .1192E-02 .1171E-02 .1148E-02 .1119E-02 .1084E-02
.1051E-02 .1020E-02 .9900E-03 .9615E-03 .9335E-03 .9044E-03 .8766E-03
.8502E-03 .8249E-03 .8008E-03 .7778E-03 .7557E-03 .7388E-03 .7244E-03
.7046E-03 .6845E-03 .6649E-03 .6462E-03 .6264E-03 .6093E-03 .5944E-03
.5782E-03 .5622E-03 .5468E-03 .5321E-03 .5179E-03 .5043E-03 .4912E-03
.4786E-03 .4661E-03 .4540E-03 .4423E-03 .4311E-03 .4201E-03 .4094E-03
.3991E-03 .3891E-03 .3795E-03 .5690E-03 .5527E-03 .5371E-03 .5221E-03
.5076E-03 .4937E-03 .4802E-03 .4669E-03 .4541E-03 .4418E-03 .4299E-03
.4184E-03 .4069E-03 .3957E-03 .3850E-03 .3746E-03 .3646E-03 .3550E-03
.3457E-03 .3368E-03 .3281E-03 .3197E-03 .3117E-03 .3039E-03 .2963E-03
.2890E-03 .2820E-03 .2752E-03 .2685E-03 .2622E-03 .2560E-03 .2495E-03
.2433E-03 .2373E-03 .2314E-03 .2258E-03 .2203E-03 .2150E-03 .2099E-03
.2049E-03 .2001E-03 .1954E-03 .1909E-03 .1865E-03 .1823E-03 .1781E-03
.1741E-03 .1702E-03 .1665E-03 .1628E-03 .1593E-03 .1558E-03 .1524E-03
.1502E-03 .1485E-03 .1460E-03 .1429E-03 .1399E-03 .1370E-03 .1342E-03
.1314E-03 .1295E-03 .1282E-03 .1261E-03 .1234E-03 .1208E-03 .1182E-03
.1157E-03 .1132E-03 .1109E-03 .1086E-03 .1063E-03 .1041E-03 .1020E-03
.9992E-04 .9791E-04 .9594E-04 .9403E-04 .9272E-04 .9179E-04 .9034E-04
.8857E-04 .8685E-04 .8516E-04 .8352E-04 .8192E-04 .8036E-04 .7884E-04
.7736E-04 .7591E-04 .7450E-04 .7312E-04 .7177E-04 .7045E-04 .6917E-04
.6792E-04 .6669E-04 .6550E-04 .6433E-04 .6319E-04 .6208E-04 .6099E-04
.5992E-04 .5888E-04 .5786E-04 .5687E-04 .5590E-04 .5495E-04 .5383E-04
.5302E-04 .5231E-04 .5135E-04 .5049E-04 .4966E-04 .4885E-04 .4805E-04
.4727E-04 .4768E-04 .4687E-04 .4615E-04 .4584E-04 .4530E-04 .4454E-04
.4380E-04 .4307E-04 .4236E-04 .4167E-04 .4099E-04 .4032E-04 .3967E-04
.3903E-04 .3840E-04 .3779E-04 .3719E-04 .3660E-04 .3602E-04 .3546E-04
.3490E-04 .3436E-04 .3383E-04 .3331E-04 .3280E-04 .3230E-04 .3180E-04
.3132E-04 .3085E-04 .3039E-04 .2993E-04 .2949E-04 .2905E-04 .2862E-04
.2820E-04 .2779E-04 .2738E-04 .2698E-04 .2659E-04 .2621E-04 .2583E-04
.2547E-04 .2510E-04 .2475E-04 .2440E-04 .2405E-04 .2372E-04 .2345E-04
.2329E-04 .2306E-04 .2274E-04 .2243E-04 .2212E-04 .2182E-04 .2152E-04
.2123E-04 .2094E-04 .2066E-04 .2038E-04 .2011E-04 .1983E-04 .1956E-04
.1929E-04 .1902E-04 .1876E-04 .1851E-04 .1826E-04 .1801E-04 .1777E-04
.1753E-04 .1729E-04 .1706E-04 .1684E-04 .1662E-04 .1640E-04 .1618E-04
.1597E-04 .1576E-04 .1556E-04 .1535E-04 .1516E-04 .1496E-04 .1477E-04
.1458E-04 .1440E-04 .1421E-04 .1403E-04 .1377E-04 .1343E-04 .1310E-04
.1277E-04 .1246E-04 .1216E-04 .1187E-04 .1159E-04 .1131E-04 .1104E-04
.1079E-04 .1053E-04 .1029E-04 .1005E-04 .9825E-05 .9602E-05 .9385E-05
.9174E-05 .8970E-05 .8771E-05 .8578E-05 .8390E-05 .8208E-05 .8030E-05
.7857E-05 .7689E-05 .7526E-05 .7367E-05 .7212E-05 .7061E-05 .6914E-05
.6772E-05 .6632E-05 .6497E-05 .6365E-05 .6236E-05 .6111E-05 .6049E-05
.6367E-05 .6238E-05 .6113E-05 .5992E-05 .5873E-05 .5757E-05 .5644E-05
.5534E-05 .5427E-05 .5322E-05 .5220E-05 .5120E-05 .5023E-05 .4928E-05
.4835E-05 .4745E-05 .4656E-05 .4570E-05 .4486E-05 .4403E-05 .4323E-05
.4244E-05 .4168E-05 .4093E-05 .4019E-05 .3948E-05 .3878E-05 .3808E-05
.3741E-05 .3675E-05 .3610E-05 .3547E-05 .3485E-05 .3424E-05 .3365E-05
.3307E-05 .3251E-05 .3195E-05 .3141E-05 .3088E-05 .3036E-05 .2985E-05
.2936E-05 .2887E-05 .2839E-05 .2793E-05 .2747E-05 .2702E-05 .2658E-05
.2615E-05 .2573E-05 .2532E-05 .2492E-05 .2452E-05 .2413E-05 .2375E-05
.2338E-05 .2301E-05 .2266E-05 .2231E-05 .2196E-05 .2162E-05 .2129E-05
.2096E-05 .2064E-05 .2032E-05 .2001E-05 .1971E-05 .1941E-05 .1912E-05
.1884E-05 .1856E-05 .1828E-05 .1801E-05 .1774E-05 .1748E-05 .1723E-05
.1698E-05 .1673E-05 .1649E-05 .1625E-05 .1602E-05 .1579E-05 .1556E-05
.1534E-05 .1513E-05 .1491E-05 .1470E-05 .1450E-05 .1430E-05 .1410E-05
.1390E-05 .1371E-05 .1352E-05 .1334E-05 .1316E-05 .1298E-05 .1280E-05
.1263E-05 .1246E-05 .1229E-05 .1213E-05 .1197E-05 .1186E-05 .1170E-05
.1155E-05 .1140E-05 .1125E-05 .1110E-05 .1095E-05 .1081E-05 .1067E-05
.1053E-05 .1040E-05 .1026E-05 .1013E-05 .1000E-05 .9874E-06 .9748E-06
.9625E-06 .9504E-06 .9384E-06 .9267E-06 .9151E-06 .9037E-06 .8925E-06
.8815E-06 .8706E-06 .8600E-06 .8494E-06 .8391E-06 .8289E-06 .8188E-06
.8089E-06 .7992E-06 .7896E-06 .7801E-06 .7708E-06 .7616E-06 .7526E-06
.7437E-06 .7349E-06 .7263E-06 .7178E-06 .7094E-06 .7011E-06 .6930E-06
.6849E-06 .6769E-06 .6691E-06 .6613E-06 .6537E-06 .6462E-06 .6388E-06
.6315E-06 .6243E-06 .6172E-06 .6102E-06 .6033E-06 .5965E-06 .5898E-06
.5832E-06 .5767E-06 .5703E-06 .5640E-06 .5577E-06 .5516E-06 .5455E-06
.5395E-06 .5336E-06 .5278E-06 .5221E-06 .5164E-06 .5108E-06 .5053E-06
.4999E-06 .4945E-06 .4892E-06 .4840E-06 .4789E-06 .4738E-06 .4688E-06
.4638E-06 .4589E-06 .4541E-06 .4494E-06 .4447E-06 .4400E-06 .4355E-06
.4310E-06 .4265E-06 .4221E-06 .4178E-06 .4135E-06 .4093E-06 .4051E-06
.4010E-06 .3969E-06 .3929E-06 .3890E-06 .3850E-06 .3812E-06 .3774E-06
.3736E-06 .3699E-06 .3662E-06 .3626E-06 .3590E-06 .3555E-06 .3520E-06
.3485E-06 .3451E-06 .3418E-06 .3384E-06 .3351E-06 .3319E-06 .3287E-06
.3255E-06 .3224E-06 .3193E-06 .3163E-06 .3133E-06 .3103E-06 .3073E-06
.3044E-06 .3015E-06 .2987E-06 .2959E-06 .2966E-06 .2938E-06 .2911E-06
.2883E-06 .2857E-06 .2830E-06 .2804E-06 .2778E-06 .2752E-06 .2726E-06
.2701E-06 .2677E-06 .2652E-06 .2628E-06 .2604E-06 .2580E-06 .2557E-06
.2534E-06 .2511E-06 .2488E-06 .2466E-06 .2443E-06 .2422E-06 .2400E-06
.2379E-06 .2357E-06 .2336E-06 .2316E-06 .2295E-06 .2275E-06 .2255E-06
.2235E-06 .2216E-06 .2196E-06 .2177E-06 .2158E-06 .2140E-06 .2121E-06
.2103E-06 .2085E-06 .2067E-06 .2049E-06 .2031E-06 .2014E-06 .1997E-06
.1980E-06 .1963E-06 .1947E-06 .1930E-06 .1914E-06 .1898E-06 .1882E-06
.1866E-06 .1850E-06 .1835E-06 .1820E-06 .1805E-06 .1790E-06 .1775E-06
.1760E-06 .1746E-06 .1731E-06 .1717E-06 .1703E-06 .1689E-06 .1675E-06
.1662E-06 .1648E-06 .1635E-06 .1622E-06 .1609E-06 .1596E-06 .1583E-06
.1570E-06 .1558E-06 .1545E-06 .1533E-06 .1521E-06 .1509E-06 .1497E-06
.1485E-06 .1473E-06 .1462E-06 .1450E-06 .1439E-06 .1428E-06 .1416E-06
.1405E-06 .1394E-06 .1384E-06 .1365E-06 .1339E-06 .1313E-06 .1288E-06
.1264E-06 .1240E-06 .1217E-06 .1195E-06 .1172E-06 .1151E-06 .1130E-06
.1109E-06 .1089E-06 .1069E-06 .1050E-06 .1031E-06 .1012E-06 .9942E-07
.9765E-07 .9593E-07 .9424E-07 .9259E-07 .9097E-07 .8940E-07 .8785E-07
.8634E-07 .8486E-07 .8341E-07 .8199E-07 .8061E-07 .7925E-07 .7792E-07
.7662E-07 .7535E-07 .7410E-07 .7288E-07 .7168E-07 .7051E-07 .6936E-07
.6824E-07 .6714E-07 .6606E-07 .6500E-07 .6396E-07 .6295E-07 .6195E-07
.6098E-07 .6002E-07 .5908E-07 .5816E-07 .5726E-07 .5638E-07 .5551E-07
.5466E-07 .5383E-07 .5301E-07 .5220E-07 .5142E-07 .5064E-07 .4989E-07
.4914E-07 .4841E-07 .4770E-07 .4699E-07 .4630E-07 .4563E-07 .4496E-07
.4431E-07 .4367E-07 .4304E-07 .4242E-07 .4181E-07 .4122E-07 .4063E-07
.4006E-07 .3949E-07 .3894E-07 .3839E-07 .3785E-07 .3733E-07 .3681E-07
.3630E-07 .3580E-07 .3531E-07 .3483E-07 .3436E-07 .3389E-07 .3343E-07
.3298E-07 .3254E-07 .3210E-07 .3172E-07 .3137E-07 .3091E-07 .3051E-07
.3010E-07 .2971E-07 .2932E-07 .2893E-07 .2856E-07 .2819E-07 .2782E-07
.2746E-07 .2711E-07 .2676E-07 .2642E-07 .2608E-07 .2575E-07 .2543E-07
.2511E-07 .2479E-07 .2448E-07 .2418E-07 .2387E-07 .2358E-07 .2329E-07
.2300E-07 .2272E-07 .2244E-07 .2216E-07 .2176E-07 .2124E-07 .2073E-07
.2024E-07 .1976E-07 .1930E-07 .1885E-07 .1841E-07 .1798E-07 .1757E-07
.1717E-07 .1678E-07 .1640E-07 .1604E-07 .1568E-07 .1533E-07 .1499E-07
.1467E-07 .1435E-07 .1403E-07 .1373E-07 .1344E-07 .1315E-07 .1287E-07
.1260E-07 .1234E-07 .1208E-07 .1183E-07 .1158E-07 .1135E-07 .1111E-07
.1089E-07 .1067E-07 .1045E-07 .1024E-07 .1004E-07 .9839E-08 .9645E-08
.9455E-08 .9270E-08 .9090E-08 .8914E-08 .8742E-08 .8575E-08 .8411E-08
.8251E-08 .8096E-08 .7943E-08 .7795E-08 .7649E-08 .7508E-08 .7369E-08
.7234E-08 .7102E-08 .6972E-08 .6846E-08 .6723E-08 .6602E-08 .6484E-08
.6369E-08 .6256E-08 .6146E-08 .6038E-08 .5932E-08 .5829E-08 .5728E-08
.5630E-08 .5533E-08 .5439E-08 .5347E-08 .5256E-08 .5168E-08 .5081E-08
.4996E-08 .4913E-08 .4831E-08 .4751E-08 .4673E-08 .4597E-08 .4522E-08
.4448E-08 .4376E-08 .4306E-08 .4237E-08 .4169E-08 .4103E-08 .4038E-08
.3974E-08 .3911E-08 .3850E-08 .3790E-08 .3731E-08 .3673E-08 .3617E-08
.3561E-08 .3507E-08 .3453E-08 .3401E-08 .3350E-08 .3299E-08 .3250E-08
.3201E-08 .3153E-08 .3107E-08 .3061E-08 .3016E-08 .2971E-08 .2928E-08
.2885E-08 .2844E-08 .2802E-08 .2762E-08 .2722E-08 .2684E-08 .2645E-08
.2608E-08 .2571E-08 .2535E-08 .2499E-08 .2464E-08 .2430E-08 .2396E-08
.2363E-08 .2330E-08 .2298E-08 .2267E-08 .2236E-08 .2205E-08 .2176E-08
.2146E-08 .2117E-08 .2089E-08 .2061E-08 .2033E-08 .2006E-08 .1980E-08
.1954E-08 .1928E-08 .1903E-08 .1878E-08 .1854E-08 .1830E-08 .1806E-08
.1783E-08 .1760E-08 .1737E-08 .1715E-08 .1693E-08 .1672E-08 .1651E-08
.1630E-08 .1609E-08 .1589E-08 .1569E-08 .1550E-08 .1531E-08 .1512E-08
.1493E-08 .1475E-08 .1457E-08 .1430E-08 .1396E-08 .1362E-08 .1330E-08
.1298E-08 .1268E-08 .1238E-08 .1209E-08 .1181E-08 .1154E-08 .1128E-08
.1102E-08 .1077E-08 .1053E-08 .1029E-08 .1007E-08 .9844E-09 .9628E-09
.9417E-09 .9213E-09 .9014E-09 .8820E-09 .8632E-09 .8448E-09 .8270E-09
.8096E-09 .7927E-09 .7762E-09 .7601E-09 .7445E-09 .7292E-09 .7144E-09
.6999E-09 .6858E-09 .6720E-09 .6586E-09 .6456E-09 .6328E-09 .6204E-09
.6082E-09 .5964E-09 .5849E-09 .5736E-09 .5626E-09 .5519E-09 .5414E-09
.5311E-09 .5212E-09 .5114E-09 .5019E-09 .4926E-09 .4835E-09 .4746E-09
.4659E-09 .4574E-09 .4491E-09 .4411E-09 .4331E-09 .4254E-09 .4178E-09
.4104E-09 .4032E-09 .3961E-09 .3892E-09 .3824E-09 .3758E-09 .3693E-09
.3629E-09 .3567E-09 .3506E-09 .3446E-09 .3387E-09 .3330E-09 .3274E-09
