 62  24  20   7 0.0080   6.00
  0.0900   2   0.0000   0.0000  0   0.0000
-3.270  3.431  5.343 0.00000000E+00
-3.270  3.431  5.343 0.10000000E+06
  0.1000   2   0.0000   0.0000  0   0.0000
-3.040  3.465  5.293 0.00000000E+00
-3.040  3.465  5.293 0.10000000E+06
  0.1500   2   0.0000   0.0000  0   0.0000
-2.529  3.516  5.162 0.00000000E+00
-2.529  3.516  5.162 0.10000000E+06
  0.2000   2   0.0000   0.0000  0   0.0000
-2.253  3.534  5.084 0.00000000E+00
-2.253  3.534  5.084 0.10000000E+06
  0.3000   2   0.0000   0.0000  0   0.0000
-1.881  3.556  4.977 0.00000000E+00
-1.881  3.556  4.977 0.10000000E+06
  0.4000   2   0.0000   0.0000  0   0.0000
-1.629  3.569  4.901 0.00000000E+00
-1.629  3.569  4.901 0.10000000E+06
  0.5000   2   0.0000   0.0000  0   0.0000
-1.330  3.591  4.787 0.00000000E+00
-1.330  3.591  4.787 0.10000000E+06
  0.6000  34   0.4752   0.4745  0   0.0000
-1.105  3.618  4.740 0.00000000E+00
-1.088  3.619  4.726 0.26589000E+04
-1.047  3.625  4.708 0.95975500E+04
-1.004  3.631  4.691 0.16732200E+05
-0.955  3.639  4.672 0.24023000E+05
-0.897  3.647  4.647 0.31545200E+05
-0.823  3.657  4.614 0.39487000E+05
-0.718  3.671  4.564 0.48224400E+05
-0.631  3.681  4.518 0.53816400E+05
-0.479  3.696  4.427 0.60485400E+05
-0.418  3.700  4.383 0.62456300E+05
-0.392  3.702  4.361 0.63183300E+05
-0.335  3.703  4.311 0.64509600E+05
-0.149  3.691  4.075 0.67103700E+05
 0.002  3.680  3.880 0.67864500E+05
 0.061  3.678  3.814 0.68038700E+05
 0.095  3.677  3.777 0.68127100E+05
 0.337  3.675  3.526 0.68656200E+05
 0.578  3.672  3.272 0.69011700E+05
 0.819  3.667  3.012 0.69234400E+05
 1.058  3.660  2.747 0.69371800E+05
 1.128  3.659  2.670 0.69417100E+05
 1.138  3.659  2.660 0.69429700E+05
 1.296  3.652  2.474 0.69475000E+05
 1.533  3.640  2.191 0.69521900E+05
 1.770  3.630  1.912 0.69550900E+05
 2.019  3.615  1.603 0.69567000E+05
 2.249  3.596  1.299 0.69578900E+05
 2.486  3.578  0.987 0.69589500E+05
 2.715  3.556  0.669 0.69594300E+05
 2.939  3.532  0.353 0.69598000E+05
 3.160  3.508  0.033 0.69600410E+05
 3.378  3.481 -0.289 0.69602200E+05
 3.373  3.482 -0.281 0.69602201E+05
  0.7000  34   0.4745   0.4745  0   0.0000
-0.792  3.665  4.684 0.00000000E+00
-0.775  3.667  4.674 0.13177670E+04
-0.741  3.672  4.660 0.47824880E+04
-0.702  3.678  4.644 0.83913220E+04
-0.659  3.684  4.626 0.12126690E+05
-0.608  3.692  4.605 0.16040650E+05
-0.543  3.701  4.576 0.20253730E+05
-0.453  3.712  4.529 0.25031440E+05
-0.380  3.719  4.487 0.28190380E+05
-0.259  3.728  4.401 0.32181140E+05
-0.212  3.730  4.364 0.33413920E+05
-0.193  3.731  4.347 0.33878710E+05
-0.150  3.732  4.307 0.34747700E+05
-0.006  3.714  4.092 0.36576260E+05
 0.043  3.707  4.018 0.37209950E+05
 0.060  3.705  3.991 0.37381040E+05
 0.083  3.702  3.955 0.37472980E+05
