 64  24  26   7 0.0004   7.00
  0.0900   2   0.0000   0.0000  0   0.0000
 2.267  3.701  1.999 0.34757630E+04
 2.374  3.697  1.874 0.34807150E+04
 2.490  3.692  1.740 0.34844570E+04
 2.604  3.686  1.606 0.34874630E+04
 2.717  3.681  1.472 0.34899770E+04
 2.837  3.675  1.329 0.34922290E+04
 2.957  3.670  1.189 0.34940720E+04
 3.067  3.664  1.052 0.34954710E+04
 3.179  3.656  0.908 0.34967090E+04
 3.237  3.653  0.840 0.34973100E+04
 3.239  3.653  0.838 0.34973110E+04
  1.2000  45   0.4798   1.1270  0   0.0000
 0.524  3.900  4.542 0.00000000E+00
 0.574  3.910  4.529 0.45779100E+03
 0.633  3.918  4.501 0.10317800E+04
 0.689  3.924  4.470 0.15030500E+04
 0.744  3.929  4.436 0.18921900E+04
 0.796  3.933  4.401 0.22115900E+04
 0.822  3.935  4.380 0.23544900E+04
 0.842  3.934  4.358 0.24713800E+04
 0.878  3.929  4.301 0.26835300E+04
 0.896  3.927  4.277 0.27664800E+04
 0.898  3.927  4.275 0.27748100E+04
 0.934  3.936  4.275 0.28434100E+04
 0.973  3.945  4.271 0.28617900E+04
 0.979  3.944  4.262 0.28645900E+04
 0.990  3.941  4.239 0.28804400E+04
 1.088  3.920  4.056 0.31313700E+04
 1.141  3.889  3.880 0.32132600E+04
 1.167  3.855  3.716 0.32453400E+04
 1.180  3.823  3.576 0.32649900E+04
 1.185  3.800  3.480 0.32786000E+04
 1.184  3.792  3.446 0.32850200E+04
 1.156  3.759  3.342 0.33100700E+04
 1.152  3.752  3.319 0.33166500E+04
 1.210  3.739  3.211 0.33433000E+04
 1.244  3.737  3.167 0.33523900E+04
 1.362  3.731  3.025 0.33774500E+04
 1.483  3.727  2.887 0.33986400E+04
 1.606  3.723  2.749 0.34166800E+04
 1.726  3.719  2.614 0.34305500E+04
 1.847  3.714  2.473 0.34420700E+04
 1.967  3.710  2.336 0.34515000E+04
 2.091  3.706  2.196 0.34597200E+04
 2.146  3.704  2.134 0.34647500E+04
 2.117  3.705  2.168 0.34665800E+04
 2.218  3.703  2.056 0.34732600E+04
 2.340  3.698  1.914 0.34795500E+04
 2.461  3.693  1.773 0.34836800E+04
 2.582  3.687  1.632 0.34869600E+04
 2.702  3.682  1.491 0.34896800E+04
 2.822  3.676  1.346 0.34919900E+04
 2.941  3.671  1.209 0.34938700E+04
 3.060  3.664  1.061 0.34953900E+04
 3.178  3.656  0.909 0.34967000E+04
 3.237  3.653  0.840 0.34973100E+04
 3.239  3.653  0.838 0.34973110E+04
  1.3000  45   0.4784   1.2354  0   0.0000
 0.679  3.937  4.567 0.00000000E+00
 0.723  3.944  4.551 0.32076500E+03
 0.777  3.951  4.524 0.72816900E+03
 0.826  3.956  4.495 0.10678620E+04
 0.873  3.960  4.463 0.13531500E+04
 0.919  3.962  4.430 0.15911690E+04
 0.940  3.963  4.411 0.16988700E+04
 0.964  3.961  4.380 0.18178560E+04
 1.007  3.953  4.305 0.20312140E+04
 1.027  3.950  4.271 0.21137960E+04
 1.029  3.950  4.268 0.21220600E+04
 1.062  3.960  4.275 0.21746980E+04
 1.108  3.974  4.286 0.21887500E+04
 1.115  3.972  4.271 0.21906540E+04
 1.125  3.970  4.250 0.22013850E+04
 1.218  3.937  4.028 0.23739920E+04
 1.263  3.899  3.834 0.24310420E+04
 1.281  3.860  3.661 0.24537170E+04
